country,date,daily_vaccinations,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,population
Thailand,01/28/2022,612226,116251004,52347407,48653412,15250185,
Thailand,01/29/2022,149729,116400733,52356262,48661581,15382890,
Thailand,01/30/2022,82791,116483524,52360895,48666097,15456532,
Thailand,01/31/2022,265861,116749385,52383190,48710749,15655446,69951699
Timor,01/25/2022,,1237678,670729,561648,,1343842
Timor,01/26/2022,,1237678,,561648,,
Timor,01/27/2022,,1237678,,561648,,
Timor,01/28/2022,,1237678,,561648,,
Timor,01/29/2022,,1237678,,561648,,
Timor,01/30/2022,,1237678,,561648,,
Timor,01/31/2022,,1237678,,561648,,
Trinidad and Tobago,01/25/2022,2721,1470094,731209,685376,106294,
Trinidad and Tobago,01/26/2022,2542,1472636,731746,686586,107211,
Trinidad and Tobago,01/27/2022,2185,1474821,732201,687627,108019,
Trinidad and Tobago,01/28/2022,2043,1476864,732622,688611,108760,
Trinidad and Tobago,01/29/2022,2462,1479326,733124,689743,109684,
Trinidad and Tobago,01/30/2022,1259,1480585,733378,690137,110316,1403399
Trinidad and Tobago,01/31/2022,,1480585,,690137,,
Tunisia,01/25/2022,8267,12706499,7089669,6206900,1016080,
Tunisia,01/26/2022,7284,12713783,7091922,6211633,1017438,
Tunisia,01/27/2022,9161,12722944,7093969,6217064,1020053,
Tunisia,01/28/2022,8661,12731605,7095889,6222157,1022584,
Tunisia,01/29/2022,8457,12740062,7097979,6226898,1025095,
Tunisia,01/30/2022,8760,12748822,7098898,6230542,1029590,
Tunisia,01/31/2022,8428,12757250,7100854,6234262,1033173,11936050
Turkey,01/25/2022,159360,141098118,57361027,52299996,31437095,
Turkey,01/26/2022,154211,141252329,57371915,52317284,31563130,
Turkey,01/27/2022,164628,141416957,57383642,52335677,31697638,
Turkey,01/28/2022,195229,141612186,57396805,52357621,31857760,
Turkey,01/29/2022,91615,141703801,57402431,52367432,31933938,
Turkey,01/30/2022,74716,141778517,57407159,52375810,31995548,
Turkey,01/31/2022,203273,141981790,57422636,52399906,32159248,85044499
Uganda,01/25/2022,,,,,,
Uganda,01/26/2022,,,,,,
Uganda,01/27/2022,,,,,,
Uganda,01/28/2022,,,,,,
Uganda,01/29/2022,,,,,,
Uganda,01/30/2022,,,,,,
Uganda,01/31/2022,,12911692,10896664,2015028,,47122964
Ukraine,01/25/2022,81736,30003374,15221306,14540448,262300,
Ukraine,01/26/2022,82360,30085734,15250200,14570174,286040,
Ukraine,01/27/2022,81098,30166832,15278385,14597402,311725,
Ukraine,01/28/2022,78564,30245396,15306057,14621114,338905,
Ukraine,01/29/2022,34202,30279598,15318149,14632514,349615,
Ukraine,01/30/2022,20983,30300581,15324673,14640167,356421,
Ukraine,01/31/2022,65655,30366236,15347951,14665692,373273,43467272
United Arab Emirates,01/25/2022,26744,23341328,,9257408,4193527,
United Arab Emirates,01/26/2022,39307,23380635,,9267198,4223151,
United Arab Emirates,01/27/2022,39956,23420591,,9277244,4252895,
United Arab Emirates,01/28/2022,31807,23452398,,9287197,4274682,
United Arab Emirates,01/29/2022,36191,23488589,,9296928,4301312,
United Arab Emirates,01/30/2022,13912,23502501,,9296954,4315171,9991286
United Arab Emirates,01/31/2022,,23502501,,9296954,,
United Kingdom,01/25/2022,96266,137570759,52266515,48253766,37050478,
United Kingdom,01/26/2022,100741,137671500,52281873,48284685,37104942,
United Kingdom,01/27/2022,98610,137770110,52297579,48314633,37157898,
United Kingdom,01/28/2022,108307,137878417,52314528,48348568,37215321,
United Kingdom,01/29/2022,113276,137991693,52333474,48388897,37269322,
United Kingdom,01/30/2022,72984,138064677,52345158,48416498,37303021,
United Kingdom,01/31/2022,78666,138143343,52360487,48440773,37342083,68205463
United States,01/25/2022,764910,539154879,249987051,211094975,87616933,
United States,01/26/2022,754708,539909587,250187320,211266984,87997560,
United States,01/27/2022,749316,540658903,250384064,211434700,88379500,
United States,01/28/2022,905850,541564753,250611953,211634846,88852560,
United States,01/29/2022,448115,542012868,250733205,211741269,89070593,
United States,01/30/2022,254541,542267409,250805239,211805801,89187391,
United States,01/31/2022,600555,542867964,250964826,211957212,89474239,332009030
Uruguay,01/25/2022,20374,7336614,2867788,2690283,1778543,
Uruguay,01/26/2022,23237,7359851,2878491,2690976,1790384,
Uruguay,01/27/2022,24215,7384066,2888879,2691340,1803847,
Uruguay,01/28/2022,25471,7409537,2893543,2692006,1823988,
Uruguay,01/29/2022,127,7409664,2893559,2692021,1824084,
Uruguay,01/30/2022,3,7409667,2893559,2692022,1824086,
Uruguay,01/31/2022,18183,7427850,2902331,2692686,1832833,3485127
Uzbekistan,01/25/2022,,,,,,
Uzbekistan,01/26/2022,,,,,,
Uzbekistan,01/27/2022,,,,,,
Uzbekistan,01/28/2022,,,,,,
Uzbekistan,01/29/2022,,,,,,
Uzbekistan,01/30/2022,,40165642,18071812,11925969,,33935149
Uzbekistan,01/31/2022,,40165642,,11925969,,
Venezuela,01/25/2022,,,,,,
Venezuela,01/26/2022,,,,,,
Venezuela,01/27/2022,,,,,,
Venezuela,01/28/2022,,35352675,20836636,13669072,202077,28704673
Venezuela,01/29/2022,,35352675,,13669072,,
Venezuela,01/30/2022,,35352675,,13669072,,
Venezuela,01/31/2022,,35352675,,13669072,,
Vietnam,01/25/2022,,,,,,
Vietnam,01/26/2022,,179593670,78987718,,,
Vietnam,01/27/2022,,179593670,,,,
Vietnam,01/28/2022,,180876701,79041734,,,
Vietnam,01/29/2022,241714,181118415,79055543,,,
Vietnam,01/30/2022,161586,181280001,79059864,,,98169610
Vietnam,01/31/2022,,181280001,,,,
Wales,01/25/2022,4061,6739748,2506955,2360321,1872472,
Wales,01/26/2022,4186,6743934,2507419,2361042,1875473,
Wales,01/27/2022,4260,6748194,2507907,2361757,1878530,
Wales,01/28/2022,5849,6754043,2508486,2362728,1882829,
Wales,01/29/2022,5852,6759895,2509780,2365580,1884535,
Wales,01/30/2022,4377,6764272,2510515,2367526,1886231,
Wales,01/31/2022,3920,6768192,2510933,2368368,1888891,3169965
Yemen,01/25/2022,,,,,,
Yemen,01/26/2022,,732786,580587,334079,,
Yemen,01/27/2022,,732786,,334079,,
Yemen,01/28/2022,,732786,,334079,,
Yemen,01/29/2022,,732786,,334079,,
Yemen,01/30/2022,,732786,,334079,,
Yemen,01/31/2022,,744060,588626,344582,,30494263
Zambia,01/25/2022,14333,2305684,,1612504,,
Zambia,01/26/2022,,2305684,,1612504,,
Zambia,01/27/2022,,2337128,,1631552,,
Zambia,01/28/2022,,2337128,,1631552,,
Zambia,01/29/2022,,2370615,,1651733,,
Zambia,01/30/2022,,2370615,,1651733,,
Zambia,01/31/2022,,2386312,,1660654,,18923966
Zimbabwe,01/25/2022,10404,7577954,4248576,3276998,52380,
Zimbabwe,01/26/2022,10104,7588058,4252654,3281016,54388,
Zimbabwe,01/27/2022,9455,7597513,4257075,3285799,54639,
Zimbabwe,01/28/2022,16495,7614008,4263356,3291257,59395,
Zimbabwe,01/29/2022,7540,7621548,4266023,3294764,60761,
Zimbabwe,01/30/2022,3696,7625244,4267826,3296364,61054,
Zimbabwe,01/31/2022,7270,7632514,4270759,3299624,62131,15092969
