country,date,daily_vaccinations,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,population
Afghanistan,01/25/2022,,,,,,
Afghanistan,01/26/2022,,5074196,4511372,3866279,,
Afghanistan,01/27/2022,6868,5081064,4517380,3868832,,
Afghanistan,01/28/2022,,5081064,,3868832,,
Afghanistan,01/29/2022,,5081064,,3868832,,
Afghanistan,01/30/2022,,5081064,,3868832,,
Afghanistan,01/31/2022,,5125146,4554648,3892831,,39822425
Albania,01/25/2022,,,,,,
Albania,01/26/2022,,,,,,
Albania,01/27/2022,,,,,,
Albania,01/28/2022,,,,,,
Albania,01/29/2022,,,,,,
Albania,01/30/2022,,2523683,1210040,1111520,202123,2873046
Albania,01/31/2022,,2523683,,1111520,,
Angola,01/25/2022,,,,,,
Angola,01/26/2022,,,,,,
Angola,01/27/2022,,,,,,
Angola,01/28/2022,,14588435,9713546,4731866,,33934485
Angola,01/29/2022,,14588435,,4731866,,
Angola,01/30/2022,,14588435,,4731866,,
Angola,01/31/2022,,14588435,,4731866,,
Anguilla,01/25/2022,,,,,,
Anguilla,01/26/2022,,,,,,
Anguilla,01/27/2022,,,,,,
Anguilla,01/28/2022,,21449,10193,9336,1920,15126
Anguilla,01/29/2022,,21449,,9336,,
Anguilla,01/30/2022,,21449,,9336,,
Anguilla,01/31/2022,,21449,,9336,,
Antigua and Barbuda,01/25/2022,,,,,,
Antigua and Barbuda,01/26/2022,,123555,63197,60358,,98726
Antigua and Barbuda,01/27/2022,,123555,,60358,,
Antigua and Barbuda,01/28/2022,,123555,,60358,,
Antigua and Barbuda,01/29/2022,,123555,,60358,,
Antigua and Barbuda,01/30/2022,,123555,,60358,,
Antigua and Barbuda,01/31/2022,,123555,,60358,,
Argentina,01/25/2022,,85763224,39445508,34414875,11656958,
Argentina,01/26/2022,,85763224,,34414875,,
Argentina,01/27/2022,,86151950,39494515,34497467,11911737,
Argentina,01/28/2022,373468,86525418,39543211,34580056,12151363,
Argentina,01/29/2022,371733,86897151,39586367,34652659,12405024,
Argentina,01/30/2022,315886,87213037,39618863,34708999,12630834,
Argentina,01/31/2022,363848,87576885,39663948,34788229,12868208,45605836
Armenia,01/25/2022,,,,,,
Armenia,01/26/2022,,,,,,
Armenia,01/27/2022,,,,,,
Armenia,01/28/2022,,,,,,
Armenia,01/29/2022,,,,,,
Armenia,01/30/2022,,1894651,1045611,837694,,2968277
Armenia,01/31/2022,,1894651,,837694,,
Aruba,01/25/2022,,166117,86444,79673,,
Aruba,01/26/2022,,166117,,79673,,
Aruba,01/27/2022,,166235,86509,79726,,
Aruba,01/28/2022,109,166344,86579,79765,,
Aruba,01/29/2022,,166344,,79765,,
Aruba,01/30/2022,,166344,,79765,,
Aruba,01/31/2022,,166440,86627,79813,,107194
Austria,01/25/2022,,,,,,
Austria,01/26/2022,,,,,,
Austria,01/27/2022,,,,,,
Austria,01/28/2022,,17601412,6761872,6470286,4717848,9043061
Austria,01/29/2022,,17601412,,6470286,,
Austria,01/30/2022,,17601412,,6470286,,
Austria,01/31/2022,,17601412,,6470286,,
Azerbaijan,01/25/2022,31667,11845510,5217380,4732155,1895975,
Azerbaijan,01/26/2022,30563,11876073,5220001,4734704,1921368,
Azerbaijan,01/27/2022,29515,11905588,5222566,4736905,1946117,
Azerbaijan,01/28/2022,30887,11936475,5225069,4738970,1972436,
Azerbaijan,01/29/2022,34546,11971021,5228014,4740859,2002148,
Azerbaijan,01/30/2022,29728,12000749,5230388,4742169,2028192,
Azerbaijan,01/31/2022,18,12000767,5230388,4742174,2028205,10222990
Bahamas,01/25/2022,,,,,,
Bahamas,01/26/2022,,318916,160505,151520,18037,396909
Bahamas,01/27/2022,,318916,,151520,,
Bahamas,01/28/2022,,318916,,151520,,
Bahamas,01/29/2022,,318916,,151520,,
Bahamas,01/30/2022,,318916,,151520,,
Bahamas,01/31/2022,,318916,,151520,,
Bahrain,01/25/2022,8622,3341262,1219265,1192261,929736,
Bahrain,01/26/2022,2716,3343978,1219977,1192408,931593,
Bahrain,01/27/2022,2827,3346805,1220718,1192572,933515,
Bahrain,01/28/2022,2090,3348895,1221632,1192627,934636,
Bahrain,01/29/2022,1750,3350645,1222439,1192679,935527,
Bahrain,01/30/2022,4100,3354745,1223635,1193541,937569,
Bahrain,01/31/2022,2272,3357017,1223859,1193959,939199,1748265
Bangladesh,01/25/2022,1119638,155002117,94703296,59108539,1190282,
Bangladesh,01/26/2022,1414487,156416604,95440321,59711538,1264745,166312179
Bangladesh,01/27/2022,,156416604,,59711538,,
Bangladesh,01/28/2022,,156416604,,59711538,,
Bangladesh,01/29/2022,,156416604,,59711538,,
Bangladesh,01/30/2022,,156416604,,59711538,,
Bangladesh,01/31/2022,,156416604,,59711538,,
Barbados,01/25/2022,222,304941,158242,146699,,
Barbados,01/26/2022,239,305180,158358,146822,,
Barbados,01/27/2022,194,305374,158463,146911,,287709
Barbados,01/28/2022,,305374,,146911,,
Barbados,01/29/2022,,305374,,146911,,
Barbados,01/30/2022,,305374,,146911,,
Barbados,01/31/2022,,305374,,146911,,
Belarus,01/25/2022,,,,,,
Belarus,01/26/2022,,,,,,
Belarus,01/27/2022,,,,,,
Belarus,01/28/2022,,,,,,
Belarus,01/29/2022,,,,,,
Belarus,01/30/2022,,10028295,,4233740,,9442839
Belarus,01/31/2022,,10028295,,4233740,,
Belgium,01/25/2022,44335,23955357,9107406,8858389,6416564,
Belgium,01/26/2022,61488,24016845,9125269,8861621,6457014,
Belgium,01/27/2022,42940,24059785,9128092,8863018,6495754,
Belgium,01/28/2022,45869,24105654,9130726,8864669,6537380,
Belgium,01/29/2022,46036,24151690,9148174,8873836,6556811,
Belgium,01/30/2022,6239,24157929,9150562,8875753,6558745,
Belgium,01/31/2022,24295,24182224,9152229,8876879,6580264,11632221
Belize,01/25/2022,,,,,,
Belize,01/26/2022,,,,,,
Belize,01/27/2022,,,,,,
Belize,01/28/2022,,445691,232515,203237,,404916
Belize,01/29/2022,,445691,,203237,,
Belize,01/30/2022,,445691,,203237,,
Belize,01/31/2022,,445691,,203237,,
Bermuda,01/25/2022,,,,,,
Bermuda,01/26/2022,,,,,,
Bermuda,01/27/2022,,,,,,
Bermuda,01/28/2022,,120535,46695,45863,27977,62094
Bermuda,01/29/2022,,120535,,45863,,
Bermuda,01/30/2022,,120535,,45863,,
Bermuda,01/31/2022,,120535,,45863,,
Bhutan,01/25/2022,,,,,,
Bhutan,01/26/2022,,,,,,
Bhutan,01/27/2022,,,,,,
Bhutan,01/28/2022,,,,,,
Bhutan,01/29/2022,,,,,,
Bhutan,01/30/2022,,1435774,593980,570751,351962,779889
Bhutan,01/31/2022,,1435774,,570751,,
Bolivia,01/25/2022,70812,11601193,6648054,5112190,835910,
Bolivia,01/26/2022,57570,11658763,6664808,5143396,845520,
Bolivia,01/27/2022,50562,11709325,6679305,5171346,853635,
Bolivia,01/28/2022,54529,11763854,6694190,5201566,863059,
Bolivia,01/29/2022,23699,11787553,6701069,5213649,867796,
Bolivia,01/30/2022,6546,11794099,6703310,5216544,869406,
Bolivia,01/31/2022,66683,11860782,6726944,5249825,879174,11832385
Bosnia and Herzegovina,01/25/2022,,,939775,842954,120530,
Bosnia and Herzegovina,01/26/2022,,,,842954,,
Bosnia and Herzegovina,01/27/2022,,,,842954,,
Bosnia and Herzegovina,01/28/2022,,,,842954,,
Bosnia and Herzegovina,01/29/2022,,1924950,943394,846080,,3263734
Bosnia and Herzegovina,01/30/2022,,,,,,
Bosnia and Herzegovina,01/31/2022,,,,,,
Brazil,01/25/2022,1109088,355987219,168546490,149165531,43260640,
Brazil,01/26/2022,1145771,357132990,168921071,149273731,43930017,
Brazil,01/27/2022,1656940,358789930,169261105,149542396,44986684,
Brazil,01/28/2022,1702800,360492730,169619416,149714068,46174206,
Brazil,01/29/2022,672466,361165196,169825847,149779557,46576117,
Brazil,01/30/2022,144483,361309679,169865538,149793528,46667050,
Brazil,01/31/2022,1193530,362503209,170322125,149930855,47268419,213992450
British Virgin Islands,01/25/2022,,,,,,
British Virgin Islands,01/26/2022,,,,,,
British Virgin Islands,01/27/2022,,,,,,
British Virgin Islands,01/28/2022,,36330,18753,17215,,30423
British Virgin Islands,01/29/2022,,36330,,17215,,
British Virgin Islands,01/30/2022,,36330,,17215,,
British Virgin Islands,01/31/2022,,36330,,17215,,
Brunei,01/25/2022,,,,,,
Brunei,01/26/2022,,,,,,
Brunei,01/27/2022,,,,,,
Brunei,01/28/2022,,979285,407042,403385,,441538
Brunei,01/29/2022,,979285,,403385,,
Brunei,01/30/2022,,979285,,403385,,
Brunei,01/31/2022,,979285,,403385,,
Bulgaria,01/25/2022,10657,4114896,,1980511,580808,
Bulgaria,01/26/2022,11848,4126744,,1983763,588403,
Bulgaria,01/27/2022,12621,4139365,,1987545,596235,
Bulgaria,01/28/2022,12787,4152152,,1991648,603840,
Bulgaria,01/29/2022,3467,4155619,,1992848,605792,
Bulgaria,01/30/2022,1901,4157520,,1993529,606917,
Bulgaria,01/31/2022,7958,4165478,,1996484,611314,6896487
Cambodia,01/25/2022,117730,32800712,14342352,13743612,5767899,
Cambodia,01/26/2022,94384,32895096,14345304,13747904,5855039,
Cambodia,01/27/2022,79450,32974546,14348054,13751678,5927965,
Cambodia,01/28/2022,76206,33050752,14350592,13756300,5997011,
Cambodia,01/29/2022,47089,33097841,14351805,13758000,6041187,
Cambodia,01/30/2022,23476,33121317,14352541,13759069,6062858,
Cambodia,01/31/2022,23460,33144777,14353621,13760630,6083677,16946049
Canada,01/25/2022,334789,76588007,32236332,29903275,14448400,
Canada,01/26/2022,263476,76851483,32253251,29940348,14657884,
Canada,01/27/2022,259273,77110756,32271463,29980491,14858802,
Canada,01/28/2022,257333,77368089,32290019,30021580,15056490,
Canada,01/29/2022,166881,77534970,32301838,30055128,15178004,
Canada,01/30/2022,144395,77679365,32313043,30098902,15267420,
Canada,01/31/2022,328723,78008088,32340774,30150833,15516481,38067582
Cayman Islands,01/25/2022,,,,,,
Cayman Islands,01/26/2022,,,,,,
Cayman Islands,01/27/2022,,,,,,
Cayman Islands,01/28/2022,,137430,59308,57473,,66498
Cayman Islands,01/29/2022,,137430,,57473,,
Cayman Islands,01/30/2022,,137430,,57473,,
Cayman Islands,01/31/2022,,137430,,57473,,
Central African Republic,01/25/2022,,,,,,
Central African Republic,01/26/2022,,,,,,
Central African Republic,01/27/2022,,,,,,
Central African Republic,01/28/2022,,,,,,
Central African Republic,01/29/2022,,,,,,
Central African Republic,01/30/2022,,,,,,
Central African Republic,01/31/2022,,652134,572911,549473,,4921767
Chad,01/25/2022,,,,,,
Chad,01/26/2022,,,,,,
Chad,01/27/2022,,,,,,
Chad,01/28/2022,,,,,,
Chad,01/29/2022,,,,,,
Chad,01/30/2022,,392157,254847,136143,,16903319
Chad,01/31/2022,,392157,,136143,,
Chile,01/25/2022,92276,46401760,17576889,16894804,12504135,
Chile,01/26/2022,79858,46481618,17587324,16910352,12558018,
Chile,01/27/2022,71298,46552916,17597099,16924544,12605360,
Chile,01/28/2022,66489,46619405,17606155,16935414,12651933,
Chile,01/29/2022,7759,46627164,17607321,16936283,12657657,
Chile,01/30/2022,714,46627878,17607404,16936354,12658217,
Chile,01/31/2022,83517,46711395,17619346,16952674,12713482,19212518
China,01/25/2022,5187000,2978646000,,,,
China,01/26/2022,5409000,2984055000,,,,
China,01/27/2022,5425000,2989480000,,,,
China,01/28/2022,4682000,2994162000,1266070000,1227387000,,
China,01/29/2022,3722000,2997884000,,1227387000,,
China,01/30/2022,2314000,3000198000,,1227387000,,
China,01/31/2022,334000,3000532000,,1227387000,,1444229881
Colombia,01/25/2022,245216,70595963,39949419,31062511,5263357,
Colombia,01/26/2022,,70595963,,31062511,,
Colombia,01/27/2022,,71090693,40104316,31296243,5421202,
Colombia,01/28/2022,230224,71320917,40172345,31402127,5498539,
Colombia,01/29/2022,276470,71597387,40262427,31522344,5586501,
Colombia,01/30/2022,102787,71700174,40286441,31568206,5626752,
Colombia,01/31/2022,227734,71927908,40348092,31668670,5715017,51267219
Comoros,01/25/2022,,,,,,
Comoros,01/26/2022,,,,,,
Comoros,01/27/2022,,598000,341102,256898,,888427
Comoros,01/28/2022,,598000,,256898,,
Comoros,01/29/2022,,598000,,256898,,
Comoros,01/30/2022,,598000,,256898,,
Comoros,01/31/2022,,598000,,256898,,
Costa Rica,01/25/2022,,8234302,4028723,3654209,551370,
Costa Rica,01/26/2022,,8234302,,3654209,,
Costa Rica,01/27/2022,,8234302,,3654209,,
Costa Rica,01/28/2022,,8234302,,3654209,,
Costa Rica,01/29/2022,,8234302,,3654209,,
Costa Rica,01/30/2022,,8234302,,3654209,,
Costa Rica,01/31/2022,,8315360,4059598,3676687,579075,5138966
Cote d'Ivoire,01/25/2022,,,,,,
Cote d'Ivoire,01/26/2022,,,,,,
Cote d'Ivoire,01/27/2022,,7591109,5208637,2382472,,27053133
Cote d'Ivoire,01/28/2022,,7591109,,2382472,,
Cote d'Ivoire,01/29/2022,,7591109,,2382472,,
Cote d'Ivoire,01/30/2022,,7591109,,2382472,,
Cote d'Ivoire,01/31/2022,,7591109,,2382472,,
Croatia,01/25/2022,9255,5061724,2290566,2199638,,
Croatia,01/26/2022,9653,5071377,2291578,2201139,,
Croatia,01/27/2022,9458,5080835,2292446,2202555,,
Croatia,01/28/2022,8949,5089784,2293314,2202555,,
Croatia,01/29/2022,5219,5095003,2293970,2202555,,
Croatia,01/30/2022,792,5095795,2294113,2205136,,
Croatia,01/31/2022,5165,5100960,2294732,2206142,,4081748
Cuba,01/25/2022,91343,33866971,10558532,9811501,4876009,
Cuba,01/26/2022,101120,33968091,10561720,9815389,5054186,
Cuba,01/27/2022,99338,34067429,10564918,9819198,5145349,
Cuba,01/28/2022,81157,34148586,10568180,9822769,5220110,
Cuba,01/29/2022,87832,34236418,10569179,9823714,5306237,
Cuba,01/30/2022,42447,34278865,10569265,9823862,5348499,
Cuba,01/31/2022,19966,34298831,10571945,9831581,5358553,11317506
Curacao,01/25/2022,,239019,105888,97494,35637,
Curacao,01/26/2022,,239019,,97494,,
Curacao,01/27/2022,,239270,105925,97507,35838,
Curacao,01/28/2022,339,239609,105958,97529,36122,
Curacao,01/29/2022,353,239962,105993,97575,36394,
Curacao,01/30/2022,149,240111,105999,97591,36521,
Curacao,01/31/2022,262,240373,106029,97614,36730,164798
Cyprus,01/25/2022,,,,,,
Cyprus,01/26/2022,,1679808,658527,626637,394644,
Cyprus,01/27/2022,2596,1682404,658851,626945,396608,
Cyprus,01/28/2022,,1682404,,626945,,
Cyprus,01/29/2022,,1682404,,626945,,
Cyprus,01/30/2022,,1682404,,626945,,
Cyprus,01/31/2022,,1693504,659912,629299,404293,895987
Czechia,01/25/2022,37315,16874351,6916435,6763493,3602911,
Czechia,01/26/2022,39542,16913893,6918815,6768056,3635589,
Czechia,01/27/2022,39833,16953726,6921141,6772865,3668372,
Czechia,01/28/2022,56444,17010170,6924046,6779010,3715899,
Czechia,01/29/2022,12043,17022213,6924646,6780657,3725733,
Czechia,01/30/2022,4814,17027027,6924875,6781434,3729572,
Czechia,01/31/2022,30168,17057195,6926406,6785345,3754377,10724424
Democratic Republic of Congo,01/25/2022,,,,,,
Democratic Republic of Congo,01/26/2022,,,,,,
Democratic Republic of Congo,01/27/2022,,457160,371176,209949,,
Democratic Republic of Congo,01/28/2022,,457160,,209949,,
Democratic Republic of Congo,01/29/2022,,468253,372564,211035,,91814314
Democratic Republic of Congo,01/30/2022,,468253,,211035,,
Democratic Republic of Congo,01/31/2022,,468253,,211035,,
Denmark,01/25/2022,15938,13028178,4840307,4714897,3519984,
Denmark,01/26/2022,13816,13041994,4840776,4717255,3530987,
Denmark,01/27/2022,12265,13054259,4841211,4719470,3540608,
Denmark,01/28/2022,13350,13067609,4841705,4722060,3550874,
Denmark,01/29/2022,6883,13074492,4841963,4723916,3555643,
Denmark,01/30/2022,5357,13079849,4842145,4725553,3559178,
Denmark,01/31/2022,9331,13089180,4842433,4727071,3566714,5813280
Djibouti,01/25/2022,,,,,,
Djibouti,01/26/2022,,,,,,
Djibouti,01/27/2022,,,,,,
Djibouti,01/28/2022,,,,,,
Djibouti,01/29/2022,,150755,130425,90458,,1002361
Djibouti,01/30/2022,,150755,,90458,,
Djibouti,01/31/2022,,150755,,90458,,
Dominica,01/25/2022,,,,,,
Dominica,01/26/2022,,60098,31195,28903,,
Dominica,01/27/2022,,60098,,28903,,
Dominica,01/28/2022,,60254,31272,28982,,72170
Dominica,01/29/2022,,60254,,28982,,
Dominica,01/30/2022,,60254,,28982,,
Dominica,01/31/2022,,60254,,28982,,
Dominican Republic,01/25/2022,38686,14525084,6984768,5769230,1748780,
Dominican Republic,01/26/2022,44221,14569305,6988100,5774497,1782404,
Dominican Republic,01/27/2022,50037,14619342,6991107,5779813,1821870,
Dominican Republic,01/28/2022,60684,14680026,6994292,5785462,1871608,
Dominican Republic,01/29/2022,25837,14705863,6995481,5787787,1893088,
Dominican Republic,01/30/2022,16747,14722610,6996090,5789094,1907481,
Dominican Republic,01/31/2022,51143,14773753,6999277,5794606,1948527,10954070
Ecuador,01/25/2022,70525,29706090,14615853,13241574,2381687,
Ecuador,01/26/2022,67189,29773279,14625618,13257403,2424415,
Ecuador,01/27/2022,66792,29840071,14634169,13272540,2468533,
Ecuador,01/28/2022,71588,29911659,14641333,13286510,2520028,
Ecuador,01/29/2022,34578,29946237,14643923,13290852,2547956,
Ecuador,01/30/2022,19297,29965534,14645580,13293525,2563226,
Ecuador,01/31/2022,62523,30028057,14653284,13306352,2606196,17888751
Egypt,01/25/2022,,,,,,
Egypt,01/26/2022,,,,,,
Egypt,01/27/2022,,,,,,
Egypt,01/28/2022,,,,,,
Egypt,01/29/2022,,,,,,
Egypt,01/30/2022,,65052928,38312663,27165187,,104251488
Egypt,01/31/2022,,65052928,,27165187,,
El Salvador,01/25/2022,13099,9936259,4526149,4201347,1208763,
El Salvador,01/26/2022,,9936259,,4201347,,
El Salvador,01/27/2022,,9967076,4531396,4205520,1230160,
El Salvador,01/28/2022,,9967076,,4205520,,
El Salvador,01/29/2022,,9967076,,4205520,,
El Salvador,01/30/2022,,9978576,4533437,4206985,1238154,6518537
El Salvador,01/31/2022,,9978576,,4206985,,
England,01/25/2022,80009,115383211,43938408,40468154,30976649,
England,01/26/2022,84931,115468142,43952197,40495461,31020484,
England,01/27/2022,82765,115550907,43966186,40521787,31062934,
England,01/28/2022,90167,115641074,43981371,40552037,31107666,
England,01/29/2022,97226,115738300,43997848,40586419,31154033,
England,01/30/2022,59491,115797791,44007906,40609130,31180755,
England,01/31/2022,62704,115860495,44018188,40630005,31212302,56550418
Estonia,01/25/2022,3298,1905223,852968,830114,403277,
Estonia,01/26/2022,3005,1908228,853306,830514,405778,
Estonia,01/27/2022,3275,1911503,853598,830897,408583,
Estonia,01/28/2022,3740,1915243,854011,831395,411701,
Estonia,01/29/2022,1603,1916846,854142,831600,413082,
Estonia,01/30/2022,1087,1917933,854237,831739,414000,
Estonia,01/31/2022,2291,1920224,854443,832038,415941,1325207
Eswatini,01/25/2022,,462652,366076,330127,,1172459
Eswatini,01/26/2022,,462652,,330127,,
Eswatini,01/27/2022,,462652,,330127,,
Eswatini,01/28/2022,,462652,,330127,,
Eswatini,01/29/2022,,462652,,330127,,
Eswatini,01/30/2022,,462652,,330127,,
Eswatini,01/31/2022,,462652,,330127,,
Ethiopia,01/25/2022,,,,,,
Ethiopia,01/26/2022,,,,,,
Ethiopia,01/27/2022,,,,,,
Ethiopia,01/28/2022,,10973077,9372085,1600992,,
Ethiopia,01/29/2022,,10973077,,1600992,,
Ethiopia,01/30/2022,,10973077,,1600992,,
Ethiopia,01/31/2022,,10975026,9372085,1602941,,117884275
Faeroe Islands,01/25/2022,,102553,41666,40812,20075,
Faeroe Islands,01/26/2022,,102553,,40812,,
Faeroe Islands,01/27/2022,,102553,,40812,,
Faeroe Islands,01/28/2022,,103026,41679,40839,20508,
Faeroe Islands,01/29/2022,,103026,,40839,,
Faeroe Islands,01/30/2022,,103026,,40839,,
Faeroe Islands,01/31/2022,,103223,41686,40848,20689,49054
Fiji,01/25/2022,,,,,,
Fiji,01/26/2022,,,,,,
Fiji,01/27/2022,,,,,,
Fiji,01/28/2022,,,,,,
Fiji,01/29/2022,,,,,,
Fiji,01/30/2022,,,,,,
Fiji,01/31/2022,,1279166,664978,614188,,902920
Finland,01/25/2022,,10693347,4291155,4118068,2284124,
Finland,01/26/2022,53428,10746775,4292744,4121455,2332576,
Finland,01/27/2022,37696,10784471,4293901,4124164,2366406,
Finland,01/28/2022,38983,10823454,4295050,4126922,2401482,
Finland,01/29/2022,43001,10866455,4296615,4130395,2439445,
Finland,01/30/2022,39595,10906050,4297954,4133568,2474528,
Finland,01/31/2022,102135,11008185,4388583,4134366,2485236,5548481
France,01/25/2022,317546,135344916,53717249,51219827,31484053,
France,01/26/2022,277282,135622198,53734485,51269045,31694893,
France,01/27/2022,269757,135891955,53749353,51314898,31903942,
France,01/28/2022,385636,136277591,53769042,51388829,32195969,
France,01/29/2022,243484,136521075,53781178,51435445,32380713,
France,01/30/2022,54845,136575920,53784104,51448179,32419913,
France,01/31/2022,201667,136777587,53794668,51490398,32568810,67421298
Georgia,01/25/2022,9465,2667808,1457447,1210361,,
Georgia,01/26/2022,8712,2676520,1463776,1212744,,
Georgia,01/27/2022,18717,2695237,1478388,1216849,,
Georgia,01/28/2022,,2695237,,1216849,,
Georgia,01/29/2022,,2704957,1486390,1218567,,
Georgia,01/30/2022,7932,2712889,1493168,1219721,,
Georgia,01/31/2022,9298,2722187,1500847,1221340,,3979806
Germany,01/25/2022,497712,163358335,62889885,61230465,42834902,
Germany,01/26/2022,500561,163858896,62931016,61312781,43212248,
Germany,01/27/2022,506437,164365333,62974682,61405976,43583969,
Germany,01/28/2022,434397,164799730,63012925,61484917,43901424,
Germany,01/29/2022,209701,165009431,63039232,61535893,44033864,
Germany,01/30/2022,75114,165084545,63048085,61556252,44079764,
Germany,01/31/2022,230519,165315064,63069564,61602645,44242612,83899241
Gibraltar,01/25/2022,,,,,,
Gibraltar,01/26/2022,,,,,,
Gibraltar,01/27/2022,,110843,41343,40696,28804,
Gibraltar,01/28/2022,148,110991,41352,40712,28927,
Gibraltar,01/29/2022,110,111101,41356,40722,29023,33692
Gibraltar,01/30/2022,,111101,,40722,,
Gibraltar,01/31/2022,,111101,,40722,,
Greece,01/25/2022,29480,18901963,7712864,7247179,4659911,
Greece,01/26/2022,28072,18930035,7717884,7253048,4677086,
Greece,01/27/2022,41770,18971805,7724981,7259074,4705556,
Greece,01/28/2022,55649,19027454,7734037,7270191,4740999,
Greece,01/29/2022,63749,19091203,7743181,7285561,4779881,
Greece,01/30/2022,25534,19116737,7748460,7288945,4796674,
Greece,01/31/2022,41983,19158720,7755590,7298799,4822114,10370640
Greenland,01/25/2022,9,79487,41157,38330,,
Greenland,01/26/2022,20,79507,41166,38341,,
Greenland,01/27/2022,14,79521,41174,38347,,
Greenland,01/28/2022,,79521,,38347,,
Greenland,01/29/2022,,79521,,38347,,
Greenland,01/30/2022,,79539,41183,38356,,56867
Greenland,01/31/2022,,79539,,38356,,
Grenada,01/25/2022,,,,,,
Grenada,01/26/2022,,,,,,
Grenada,01/27/2022,,,,,,
Grenada,01/28/2022,,84131,42467,36778,,113019
Grenada,01/29/2022,,84131,,36778,,
Grenada,01/30/2022,,84131,,36778,,
Grenada,01/31/2022,,84131,,36778,,
Guatemala,01/25/2022,68846,13112475,6860712,5196578,1055185,
Guatemala,01/26/2022,67342,13179817,6874141,5214653,1091023,
Guatemala,01/27/2022,63520,13243337,6886121,5231942,1125274,
Guatemala,01/28/2022,64903,13308240,6897461,5249799,1160980,
Guatemala,01/29/2022,30789,13339029,6901655,5257307,1180067,
Guatemala,01/30/2022,40258,13379287,6909197,5268363,1201727,
Guatemala,01/31/2022,71888,13451175,6925768,5288191,1237216,18248779
Guernsey,01/25/2022,,145743,,,,63386
Guernsey,01/26/2022,,145743,,,,
Guernsey,01/27/2022,,145743,,,,
Guernsey,01/28/2022,,145743,,,,
Guernsey,01/29/2022,,145743,,,,
Guernsey,01/30/2022,,145743,,,,
Guernsey,01/31/2022,,145743,,,,
Guinea,01/25/2022,,,,,,
Guinea,01/26/2022,,,,,,
Guinea,01/27/2022,,,,,,
Guinea,01/28/2022,,,,,,
Guinea,01/29/2022,,,,,,
Guinea,01/30/2022,,,,,,
Guinea,01/31/2022,,4749322,3523346,1874073,,13496227
Guinea-Bissau,01/25/2022,,,,,,
Guinea-Bissau,01/26/2022,,,,,,
Guinea-Bissau,01/27/2022,,,,,,
Guinea-Bissau,01/28/2022,,423400,396327,,,2015231
Guinea-Bissau,01/29/2022,,423400,,,,
Guinea-Bissau,01/30/2022,,423400,,,,
Guinea-Bissau,01/31/2022,,423400,,,,
Guyana,01/25/2022,,,,,,
Guyana,01/26/2022,,,,,,
Guyana,01/27/2022,,,,,,
Guyana,01/28/2022,,772121,422727,311796,37598,
Guyana,01/29/2022,,772121,,311796,,
Guyana,01/30/2022,,772121,,311796,,
Guyana,01/31/2022,,775229,423439,312874,38916,790325
Haiti,01/25/2022,,,,,,
Haiti,01/26/2022,,,,,,
Haiti,01/27/2022,,,,,,
Haiti,01/28/2022,,,,,,
Haiti,01/29/2022,,,,,,
Haiti,01/30/2022,,224249,143733,93809,,11559227
Haiti,01/31/2022,,224249,,93809,,
Hong Kong,01/25/2022,46732,10884517,5283613,4764242,836662,
Hong Kong,01/26/2022,47476,10931993,5300482,4771430,860081,
Hong Kong,01/27/2022,49436,10981429,5315598,4779492,886339,
Hong Kong,01/28/2022,52971,11034400,5333211,4789840,911349,
Hong Kong,01/29/2022,44415,11078815,5347386,4799427,932002,
Hong Kong,01/30/2022,36342,11115157,5356969,4806993,951195,
Hong Kong,01/31/2022,10432,11125589,5360933,4810639,954017,7553014
Hungary,01/25/2022,,,6345766,6083949,3567044,
Hungary,01/26/2022,,,6347426,6085866,3573570,
Hungary,01/27/2022,,,6351476,6089784,3594529,
Hungary,01/28/2022,,,,6089784,,
Hungary,01/29/2022,,,,6089784,,
Hungary,01/30/2022,,,6363112,6101699,3683719,
Hungary,01/31/2022,,15927853,6364167,6103465,3688593,9633977
Iceland,01/25/2022,,768450,307095,285974,231769,
Iceland,01/26/2022,,768450,,285974,,
Iceland,01/27/2022,,768450,,285974,,
Iceland,01/28/2022,,775708,307594,286246,237999,368788
Iceland,01/29/2022,,775708,,286246,,
Iceland,01/30/2022,,775708,,286246,,
Iceland,01/31/2022,,775708,,286246,,
India,01/25/2022,6892485,1630312330,932606511,689133722,8572097,
India,01/26/2022,5871190,1636183520,934468791,692645423,9069306,
India,01/27/2022,2929184,1639112704,935294849,694410120,9407735,
India,01/28/2022,6181288,1645293992,937107027,698115220,10071745,
India,01/29/2022,5167292,1650461284,938645671,701262521,10553092,
India,01/30/2022,6900866,1657362150,940755706,705405482,11200962,
India,01/31/2022,7423888,1664786038,943027714,709926447,11831877,1393359590
Indonesia,01/25/2022,,,182024020,125106842,,
Indonesia,01/26/2022,,,182500827,125673513,,
Indonesia,01/27/2022,,,183060035,126413464,,
Indonesia,01/28/2022,,,183677032,127164526,,
Indonesia,01/29/2022,,,184187038,127727473,,
Indonesia,01/30/2022,,,184557715,128005763,,
Indonesia,01/31/2022,,,184680997,128028074,,
Iran,01/25/2022,,,,,,
Iran,01/26/2022,,129913186,60568566,53796203,15548417,
Iran,01/27/2022,,129913186,,53796203,,
Iran,01/28/2022,,130711386,60618612,53917006,16175768,
Iran,01/29/2022,333091,131044477,60640498,53961998,16441981,
Iran,01/30/2022,572775,131617252,60699381,54040089,16877782,
Iran,01/31/2022,585041,132202293,60770435,54116027,17315831,85028488
